Sample,Location,Analyte,Element,Wavelength,ICPsignal,ICPsignal_error,NOMINAL_CONCENTRATIONS
Blank,1,Al 308.215,Al,308.215,2484.89,11.5,0.00
Blank,1,Al 396.152,Al,396.152,862.22,49.76,0.00
Blank,1,Be 313.042,Be,313.042,1169.5,24.43,0.00
Blank,1,Be 313.107,Be,313.107,-3.23,21.84,0.00
Blank,1,Ca 315.887,Ca,315.887,112.72,10.7,0.00
Blank,1,Ca 317.933,Ca,317.933,919.54,11.24,0.00
Blank,1,Fe 238.204,Fe,238.204,65.82,6.47,0.00
Blank,1,Fe 239.563,Fe,239.563,12.35,5.15,0.00
Blank,1,K 404.721,K,404.721,40.86,16.99,0.00
Blank,1,K 766.491,K,766.491,321.92,27.98,0.00
Blank,1,Ti 334.941,Ti,334.941,518.26,8.92,0.00
Blank,1,Ti 336.122,Ti,336.122,351.79,16.9,0.00
Blank,1,Ti 336.122,Ti,336.122,351.79,16.9,0.00
Standard 1,2,Al 308.215,Al,308.215,12983.54,114.67,0.98
Standard 1,2,Al 396.152,Al,396.152,57549.21,707.19,0.98
Standard 1,2,Be 313.042,Be,313.042,2744526.01,26899.07,0.98
Standard 1,2,Be 313.107,Be,313.107,1349739.08,11671.27,0.98
Standard 1,2,Ca 315.887,Ca,315.887,9422.15,27.34,0.98
Standard 1,2,Ca 317.933,Ca,317.933,34166.09,63.31,0.98
Standard 1,2,Fe 238.204,Fe,238.204,46748.63,166.58,0.98
Standard 1,2,Fe 239.563,Fe,239.563,5715.46,33.76,0.98
Standard 1,2,K 404.721,K,404.721,36.99,5.25,0.99
Standard 1,2,K 766.491,K,766.491,NaN,NaN,0.99
Standard 1,2,Ti 334.941,Ti,334.941,313187.72,423.58,0.99
Standard 1,2,Ti 336.122,Ti,336.122,158196.49,335.97,0.99
Standard 1,2,Ti 336.122,Ti,336.122,158196.49,335.97,0.99
Standard 2,3,Al 308.215,Al,308.215,55725.98,325.51,4.96
Standard 2,3,Al 396.152,Al,396.152,290387.24,2239.85,4.96
Standard 2,3,Be 313.042,Be,313.042,13080113.02,48715.05,4.95
Standard 2,3,Be 313.107,Be,313.107,6607266.04,31069.59,4.95
Standard 2,3,Ca 315.887,Ca,315.887,46778.92,168.23,4.92
Standard 2,3,Ca 317.933,Ca,317.933,163841.76,688.85,4.92
Standard 2,3,Fe 238.204,Fe,238.204,226818.09,430.45,4.92
Standard 2,3,Fe 239.563,Fe,239.563,27622.23,95.12,4.92
Standard 2,3,K 404.721,K,404.721,66.42,21.97,4.98
Standard 2,3,K 766.491,K,766.491,410168.24,3167.78,4.98
Standard 2,3,Ti 334.941,Ti,334.941,1531264.38,9419.64,4.98
Standard 2,3,Ti 336.122,Ti,336.122,773900.4,4729.87,4.98
Standard 2,3,Ti 336.122,Ti,336.122,773900.4,4729.87,4.98
Standard 3,4,Al 308.215,Al,308.215,103066.4,908.16,9.39
Standard 3,4,Al 396.152,Al,396.152,545954.5,4211.21,9.39
Standard 3,4,Be 313.042,Be,313.042,23076777.42,351319.32,9.37
Standard 3,4,Be 313.107,Be,313.107,11907592.02,177097.72,9.37
Standard 3,4,Ca 315.887,Ca,315.887,86511.66,272.98,9.31
Standard 3,4,Ca 317.933,Ca,317.933,304091.95,1011.38,9.31
Standard 3,4,Fe 238.204,Fe,238.204,417809.2,1017.67,9.31
Standard 3,4,Fe 239.563,Fe,239.563,50986.74,143.45,9.31
Standard 3,4,K 404.721,K,404.721,198.05,20.31,9.42
Standard 3,4,K 766.491,K,766.491,844833.47,9693.68,9.42
Standard 3,4,Ti 334.941,Ti,334.941,2845247.7,23559.78,9.42
Standard 3,4,Ti 336.122,Ti,336.122,1437520.11,10228.96,9.42
Standard 3,4,Ti 336.122,Ti,336.122,1437520.11,10228.96,9.42
Standard 4,5,Al 308.215,Al,308.215,214769.89,2359.85,19.92
Standard 4,5,Al 396.152,Al,396.152,1172364.05,21543.08,19.92
Standard 4,5,Be 313.042,Be,313.042,NaN,NaN,19.87
Standard 4,5,Be 313.107,Be,313.107,NaN,NaN,19.87
Standard 4,5,Ca 315.887,Ca,315.887,176649.87,195.26,19.76
Standard 4,5,Ca 317.933,Ca,317.933,614501.05,2578.91,19.76
Standard 4,5,Fe 238.204,Fe,238.204,832621.35,5116.29,19.75
Standard 4,5,Fe 239.563,Fe,239.563,102658.2,239.89,19.75
Standard 4,5,K 404.721,K,404.721,481.3,48.02,19.98
Standard 4,5,K 766.491,K,766.491,1952104.83,15109.84,19.98
Standard 4,5,Ti 334.941,Ti,334.941,5726585.87,71410.66,19.99
Standard 4,5,Ti 336.122,Ti,336.122,2926151.05,20249.13,19.99
Standard 4,5,Ti 336.122,Ti,336.122,2926151.05,20249.13,19.99
SR1,6,Al 308.215,Al,308.215,69857.51,393.87,
SR1,6,Al 396.152,Al,396.152,367258.64,3423.53,
SR1,6,Be 313.042,Be,313.042,2684593.98,20469.85,
SR1,6,Be 313.107,Be,313.107,1317349.8,11097.53,
SR1,6,Ca 315.887,Ca,315.887,7341.38,37.03,
SR1,6,Ca 317.933,Ca,317.933,27273.22,152.99,
SR1,6,Fe 238.204,Fe,238.204,2721.41,18.38,
SR1,6,Fe 239.563,Fe,239.563,336.85,9.51,
SR1,6,K 404.721,K,404.721,30.92,15.77,
SR1,6,K 766.491,K,766.491,6932.43,41.98,
SR1,6,Ti 334.941,Ti,334.941,195962.64,107.94,
SR1,6,Ti 336.122,Ti,336.122,98534.94,143.7,
SR1,6,Ti 336.122,Ti,336.122,98534.94,143.7,
SR2,7,Al 308.215,Al,308.215,61623.65,348.42,
SR2,7,Al 396.152,Al,396.152,321293.88,2511.07,
SR2,7,Be 313.042,Be,313.042,3071128.4,74832.54,
SR2,7,Be 313.107,Be,313.107,1508233.15,37418.5,
SR2,7,Ca 315.887,Ca,315.887,3664.34,25.15,
SR2,7,Ca 317.933,Ca,317.933,14178.71,36.72,
SR2,7,Fe 238.204,Fe,238.204,3682.54,35.38,
SR2,7,Fe 239.563,Fe,239.563,453.32,2.38,
SR2,7,K 404.721,K,404.721,9.12,7.5,
SR2,7,K 766.491,K,766.491,12827.46,28.2,
SR2,7,Ti 334.941,Ti,334.941,211826.24,802.38,
SR2,7,Ti 336.122,Ti,336.122,106371.56,331.59,
SR2,7,Ti 336.122,Ti,336.122,106371.56,331.59,
SR3,8,Al 308.215,Al,308.215,341327.93,4558.9,
SR3,8,Al 396.152,Al,396.152,1836859.33,30748.47,
SR3,8,Be 313.042,Be,313.042,3046593.78,54063.82,
SR3,8,Be 313.107,Be,313.107,1497022.8,24841.08,
SR3,8,Ca 315.887,Ca,315.887,7124.77,18.92,
SR3,8,Ca 317.933,Ca,317.933,26142.14,103.95,
SR3,8,Fe 238.204,Fe,238.204,3530.04,26.48,
SR3,8,Fe 239.563,Fe,239.563,431.72,2.65,
SR3,8,K 404.721,K,404.721,38.77,1.67,
SR3,8,K 766.491,K,766.491,81871.21,756.58,
SR3,8,Ti 334.941,Ti,334.941,9147.51,77.53,
SR3,8,Ti 336.122,Ti,336.122,4692.48,18.67,
SR3,8,Ti 336.122,Ti,336.122,4692.48,18.67,
SR4,9,Al 308.215,Al,308.215,95461.93,721.94,
SR4,9,Al 396.152,Al,396.152,505570.8,4368.46,
SR4,9,Be 313.042,Be,313.042,3022952.27,9387.68,
SR4,9,Be 313.107,Be,313.107,1484554.44,4739.51,
SR4,9,Ca 315.887,Ca,315.887,11171.99,54.31,
SR4,9,Ca 317.933,Ca,317.933,40573.91,231,
SR4,9,Fe 238.204,Fe,238.204,10599.23,58.5,
SR4,9,Fe 239.563,Fe,239.563,1285.85,4.34,
SR4,9,K 404.721,K,404.721,39.81,23.02,
SR4,9,K 766.491,K,766.491,23702.69,97.62,
SR4,9,Ti 334.941,Ti,334.941,29153.92,74.25,
SR4,9,Ti 336.122,Ti,336.122,14740.96,67.2,
SR4,9,Ti 336.122,Ti,336.122,14740.96,67.2,
SR5,10,Al 308.215,Al,308.215,155310.03,1170.46,
SR5,10,Al 396.152,Al,396.152,837286.41,11967.7,
SR5,10,Be 313.042,Be,313.042,2928645.7,32587.7,
SR5,10,Be 313.107,Be,313.107,1438213.11,17838.01,
SR5,10,Ca 315.887,Ca,315.887,21560.12,24.92,
SR5,10,Ca 317.933,Ca,317.933,77112.74,182.51,
SR5,10,Fe 238.204,Fe,238.204,31589.36,92.42,
SR5,10,Fe 239.563,Fe,239.563,3820.49,24.79,
SR5,10,K 404.721,K,404.721,45.28,20.17,
SR5,10,K 766.491,K,766.491,123812.21,491.9,
SR5,10,Ti 334.941,Ti,334.941,27352.6,42.24,
SR5,10,Ti 336.122,Ti,336.122,13765.72,4.81,
SR5,10,Ti 336.122,Ti,336.122,13765.72,4.81,
SR6,11,Al 308.215,Al,308.215,302135.01,1273.77,
SR6,11,Al 396.152,Al,396.152,1636098.06,1053.35,
SR6,11,Be 313.042,Be,313.042,2875413.38,35130.35,
SR6,11,Be 313.107,Be,313.107,1412760.91,16842.86,
SR6,11,Ca 315.887,Ca,315.887,15330.24,42.22,
SR6,11,Ca 317.933,Ca,317.933,54997.99,220.42,
SR6,11,Fe 238.204,Fe,238.204,3016.02,9.54,
SR6,11,Fe 239.563,Fe,239.563,368.32,5.6,
SR6,11,K 404.721,K,404.721,105.76,11.23,
SR6,11,K 766.491,K,766.491,373721.47,1939.36,
SR6,11,Ti 334.941,Ti,334.941,3228.97,24.58,
SR6,11,Ti 336.122,Ti,336.122,1710.13,11.83,
SR6,11,Ti 336.122,Ti,336.122,1710.13,11.83,
SR8,12,Al 308.215,Al,308.215,148312.92,536.6,
SR8,12,Al 396.152,Al,396.152,793719.27,3133.87,
SR8,12,Be 313.042,Be,313.042,2729164.3,17638.11,
SR8,12,Be 313.107,Be,313.107,1337658.16,9183.04,
SR8,12,Ca 315.887,Ca,315.887,12924.21,33.39,
SR8,12,Ca 317.933,Ca,317.933,46674.27,156.46,
SR8,12,Fe 238.204,Fe,238.204,17961.2,79.21,
SR8,12,Fe 239.563,Fe,239.563,2157.79,2.56,
SR8,12,K 404.721,K,404.721,39.74,22.62,
SR8,12,K 766.491,K,766.491,116687.74,149,
SR8,12,Ti 334.941,Ti,334.941,96549.66,418.65,
SR8,12,Ti 336.122,Ti,336.122,48810.93,128.67,
SR8,12,Ti 336.122,Ti,336.122,48810.93,128.67,
SR9,13,Al 308.215,Al,308.215,75193.74,387.91,
SR9,13,Al 396.152,Al,396.152,398239.76,2136.49,
SR9,13,Be 313.042,Be,313.042,2920104.28,34363.48,
SR9,13,Be 313.107,Be,313.107,1429739.64,16610.13,
SR9,13,Ca 315.887,Ca,315.887,11599.59,19.67,
SR9,13,Ca 317.933,Ca,317.933,42238.39,146.61,
SR9,13,Fe 238.204,Fe,238.204,17145.43,108.22,
SR9,13,Fe 239.563,Fe,239.563,2052.91,6.76,
SR9,13,K 404.721,K,404.721,39.16,11.25,
SR9,13,K 766.491,K,766.491,28901.35,205.65,
SR9,13,Ti 334.941,Ti,334.941,556645.54,2055.7,
SR9,13,Ti 336.122,Ti,336.122,281556.62,1524.33,
SR9,13,Ti 336.122,Ti,336.122,281556.62,1524.33,
SR10,14,Al 308.215,Al,308.215,71605.05,684.7,
SR10,14,Al 396.152,Al,396.152,377244.08,2599.74,
SR10,14,Be 313.042,Be,313.042,3139108.22,2024.81,
SR10,14,Be 313.107,Be,313.107,1536494.57,1707.91,
SR10,14,Ca 315.887,Ca,315.887,9070.08,51.82,
SR10,14,Ca 317.933,Ca,317.933,33254.25,78.31,
SR10,14,Fe 238.204,Fe,238.204,19481.82,102.3,
SR10,14,Fe 239.563,Fe,239.563,2341.81,2.87,
SR10,14,K 404.721,K,404.721,20.21,11.14,
SR10,14,K 766.491,K,766.491,24256.84,169.88,
SR10,14,Ti 334.941,Ti,334.941,437645.31,1808.96,
SR10,14,Ti 336.122,Ti,336.122,218479.69,895.92,
SR10,14,Ti 336.122,Ti,336.122,218479.69,895.92,
CB130917,15,Al 308.215,Al,308.215,70882.6,565.67,
CB130917,15,Al 396.152,Al,396.152,371226.62,3595.3,
CB130917,15,Be 313.042,Be,313.042,3039690.25,35161.78,
CB130917,15,Be 313.107,Be,313.107,1493301.77,16985.04,
CB130917,15,Ca 315.887,Ca,315.887,253.4,15.02,
CB130917,15,Ca 317.933,Ca,317.933,1633.32,4.79,
CB130917,15,Fe 238.204,Fe,238.204,943.65,13.52,
CB130917,15,Fe 239.563,Fe,239.563,122.09,7.58,
CB130917,15,K 404.721,K,404.721,17.2,4.88,
CB130917,15,K 766.491,K,766.491,446.98,37.47,
CB130917,15,Ti 334.941,Ti,334.941,537.62,21.18,
CB130917,15,Ti 336.122,Ti,336.122,342.74,2.99,
CB130917,15,Ti 336.122,Ti,336.122,342.74,2.99,
CB220917,16,Al 308.215,Al,308.215,128407.72,1109.7,
CB220917,16,Al 396.152,Al,396.152,696679.91,10043.05,
CB220917,16,Be 313.042,Be,313.042,28087455.48,85778.38,
CB220917,16,Be 313.107,Be,313.107,14615203.63,46413.71,
CB220917,16,Ca 315.887,Ca,315.887,105452.15,337.12,
CB220917,16,Ca 317.933,Ca,317.933,371628.2,1295.25,
CB220917,16,Fe 238.204,Fe,238.204,523216.3,204.12,
CB220917,16,Fe 239.563,Fe,239.563,62994.89,117.49,
CB220917,16,K 404.721,K,404.721,261.34,17.77,
CB220917,16,K 766.491,K,766.491,1092476.87,13420.87,
CB220917,16,Ti 334.941,Ti,334.941,3577821.74,15832.56,
CB220917,16,Ti 336.122,Ti,336.122,1797073.21,8197.77,
CB220917,16,Ti 336.122,Ti,336.122,1797073.21,8197.77,
BRGR1501 #1+2,17,Al 308.215,Al,308.215,27874.5,202.49,
BRGR1501 #1+2,17,Al 396.152,Al,396.152,136996.88,956.73,
BRGR1501 #1+2,17,Be 313.042,Be,313.042,-2446.91,34.2,
BRGR1501 #1+2,17,Be 313.107,Be,313.107,53.94,38.16,
BRGR1501 #1+2,17,Ca 315.887,Ca,315.887,2125.45,13.87,
BRGR1501 #1+2,17,Ca 317.933,Ca,317.933,8757.08,34.61,
BRGR1501 #1+2,17,Fe 238.204,Fe,238.204,9114.9,65.01,
BRGR1501 #1+2,17,Fe 239.563,Fe,239.563,1096.07,9.4,
BRGR1501 #1+2,17,K 404.721,K,404.721,31.13,3.04,
BRGR1501 #1+2,17,K 766.491,K,766.491,17779.12,122.19,
BRGR1501 #1+2,17,Ti 334.941,Ti,334.941,236082.64,749.44,
BRGR1501 #1+2,17,Ti 336.122,Ti,336.122,118148.49,423.71,
BRGR1501 #1+2,17,Ti 336.122,Ti,336.122,118148.49,423.71,
BRGR1503 #1,18,Al 308.215,Al,308.215,9160.79,54.99,
BRGR1503 #1,18,Al 396.152,Al,396.152,37924.38,346.09,
BRGR1503 #1,18,Be 313.042,Be,313.042,-2070.59,6.86,
BRGR1503 #1,18,Be 313.107,Be,313.107,28.8,14.4,
BRGR1503 #1,18,Ca 315.887,Ca,315.887,28348.92,43.64,
BRGR1503 #1,18,Ca 317.933,Ca,317.933,100178.39,262.58,
BRGR1503 #1,18,Fe 238.204,Fe,238.204,15327.42,13.89,
BRGR1503 #1,18,Fe 239.563,Fe,239.563,1852.55,7.21,
BRGR1503 #1,18,K 404.721,K,404.721,20.81,9.2,
BRGR1503 #1,18,K 766.491,K,766.491,13973.45,59.72,
BRGR1503 #1,18,Ti 334.941,Ti,334.941,197131.59,301.23,
BRGR1503 #1,18,Ti 336.122,Ti,336.122,98763.26,216.35,
BRGR1503 #1,18,Ti 336.122,Ti,336.122,98763.26,216.35,
BRGR1503 #2,19,Al 308.215,Al,308.215,9355.33,81.2,
BRGR1503 #2,19,Al 396.152,Al,396.152,38678.46,457.65,
BRGR1503 #2,19,Be 313.042,Be,313.042,-2069.78,13.42,
BRGR1503 #2,19,Be 313.107,Be,313.107,30.4,14.12,
BRGR1503 #2,19,Ca 315.887,Ca,315.887,30542.98,67.61,
BRGR1503 #2,19,Ca 317.933,Ca,317.933,107705,229.48,
BRGR1503 #2,19,Fe 238.204,Fe,238.204,15837.81,32.12,
BRGR1503 #2,19,Fe 239.563,Fe,239.563,1905.43,12.79,
BRGR1503 #2,19,K 404.721,K,404.721,28.58,8.8,
BRGR1503 #2,19,K 766.491,K,766.491,11849.48,104.69,
BRGR1503 #2,19,Ti 334.941,Ti,334.941,208160.68,569.46,
BRGR1503 #2,19,Ti 336.122,Ti,336.122,104240.18,302.45,
BRGR1503 #2,19,Ti 336.122,Ti,336.122,104240.18,302.45,
BRGR1505 #1,20,Al 308.215,Al,308.215,7973.94,64.44,
BRGR1505 #1,20,Al 396.152,Al,396.152,30779.14,487.92,
BRGR1505 #1,20,Be 313.042,Be,313.042,-2084.49,17.95,
BRGR1505 #1,20,Be 313.107,Be,313.107,13.69,0.22,
BRGR1505 #1,20,Ca 315.887,Ca,315.887,9208.72,44.85,
BRGR1505 #1,20,Ca 317.933,Ca,317.933,33863.13,69.6,
BRGR1505 #1,20,Fe 238.204,Fe,238.204,5376.24,22.46,
BRGR1505 #1,20,Fe 239.563,Fe,239.563,648.97,8.14,
BRGR1505 #1,20,K 404.721,K,404.721,51.83,9.35,
BRGR1505 #1,20,K 766.491,K,766.491,7016.65,8.6,
BRGR1505 #1,20,Ti 334.941,Ti,334.941,195677.92,284.13,
BRGR1505 #1,20,Ti 336.122,Ti,336.122,98046.11,203.12,
BRGR1505 #1,20,Ti 336.122,Ti,336.122,98046.11,203.12,
BRGR1507 #1,21,Al 308.215,Al,308.215,8457.94,42.93,
BRGR1507 #1,21,Al 396.152,Al,396.152,33803.28,347.26,
BRGR1507 #1,21,Be 313.042,Be,313.042,489.1,29.57,
BRGR1507 #1,21,Be 313.107,Be,313.107,25.67,9.65,
BRGR1507 #1,21,Ca 315.887,Ca,315.887,2041.79,16.09,
BRGR1507 #1,21,Ca 317.933,Ca,317.933,8554.93,42.99,
BRGR1507 #1,21,Fe 238.204,Fe,238.204,1067.78,18.62,
BRGR1507 #1,21,Fe 239.563,Fe,239.563,135.37,1.64,
BRGR1507 #1,21,K 404.721,K,404.721,22.45,12.73,
BRGR1507 #1,21,K 766.491,K,766.491,4948.96,27.99,
BRGR1507 #1,21,Ti 334.941,Ti,334.941,68530.35,251.99,
BRGR1507 #1,21,Ti 336.122,Ti,336.122,34378.68,121.85,
BRGR1507 #1,21,Ti 336.122,Ti,336.122,34378.68,121.85,
WIDL1610 #1,22,Al 308.215,Al,308.215,13617.45,39.68,
WIDL1610 #1,22,Al 396.152,Al,396.152,61135.48,142.3,
WIDL1610 #1,22,Be 313.042,Be,313.042,-158.63,23.78,
WIDL1610 #1,22,Be 313.107,Be,313.107,36.08,8.93,
WIDL1610 #1,22,Ca 315.887,Ca,315.887,2207.68,26.43,
WIDL1610 #1,22,Ca 317.933,Ca,317.933,9101.11,14.67,
WIDL1610 #1,22,Fe 238.204,Fe,238.204,1550.54,11.37,
WIDL1610 #1,22,Fe 239.563,Fe,239.563,196.65,7.82,
WIDL1610 #1,22,K 404.721,K,404.721,28.13,4.87,
WIDL1610 #1,22,K 766.491,K,766.491,6393.87,27.68,
WIDL1610 #1,22,Ti 334.941,Ti,334.941,207623.73,106.54,
WIDL1610 #1,22,Ti 336.122,Ti,336.122,103902.62,102.05,
WIDL1610 #1,22,Ti 336.122,Ti,336.122,103902.62,102.05,
WIDL1611 #1,23,Al 308.215,Al,308.215,15071.66,80.61,
WIDL1611 #1,23,Al 396.152,Al,396.152,69289.97,466.8,
WIDL1611 #1,23,Be 313.042,Be,313.042,-471.24,9.52,
WIDL1611 #1,23,Be 313.107,Be,313.107,17.42,5,
WIDL1611 #1,23,Ca 315.887,Ca,315.887,27797.42,131.03,
WIDL1611 #1,23,Ca 317.933,Ca,317.933,98391,320.98,
WIDL1611 #1,23,Fe 238.204,Fe,238.204,11318.93,99.93,
WIDL1611 #1,23,Fe 239.563,Fe,239.563,1370.35,10.7,
WIDL1611 #1,23,K 404.721,K,404.721,17.26,16.35,
WIDL1611 #1,23,K 766.491,K,766.491,42406.58,48.53,
WIDL1611 #1,23,Ti 334.941,Ti,334.941,286098.89,564.68,
WIDL1611 #1,23,Ti 336.122,Ti,336.122,143173.47,173.83,
WIDL1611 #1,23,Ti 336.122,Ti,336.122,143173.47,173.83,
WIDL1613 #1,24,Al 308.215,Al,308.215,17186.55,248.18,
WIDL1613 #1,24,Al 396.152,Al,396.152,80080.47,1482.89,
WIDL1613 #1,24,Be 313.042,Be,313.042,-1887.54,21.34,
WIDL1613 #1,24,Be 313.107,Be,313.107,27.12,9.67,
WIDL1613 #1,24,Ca 315.887,Ca,315.887,15866.83,35.35,
WIDL1613 #1,24,Ca 317.933,Ca,317.933,57105.12,19.75,
WIDL1613 #1,24,Fe 238.204,Fe,238.204,17509.72,11.51,
WIDL1613 #1,24,Fe 239.563,Fe,239.563,2105.36,11.51,
WIDL1613 #1,24,K 404.721,K,404.721,43.34,19.52,
WIDL1613 #1,24,K 766.491,K,766.491,31561.87,398.89,
WIDL1613 #1,24,Ti 334.941,Ti,334.941,195942.6,1013.88,
WIDL1613 #1,24,Ti 336.122,Ti,336.122,98060.44,588.66,
WIDL1613 #1,24,Ti 336.122,Ti,336.122,98060.44,588.66,
PMCL1 #1,25,Al 308.215,Al,308.215,58994.22,643.01,
PMCL1 #1,25,Al 396.152,Al,396.152,306586.87,3799.6,
PMCL1 #1,25,Be 313.042,Be,313.042,8675.49,33.63,
PMCL1 #1,25,Be 313.107,Be,313.107,4622.83,29.54,
PMCL1 #1,25,Ca 315.887,Ca,315.887,6585.74,46.87,
PMCL1 #1,25,Ca 317.933,Ca,317.933,24706.68,128.15,
PMCL1 #1,25,Fe 238.204,Fe,238.204,87484.14,220.3,
PMCL1 #1,25,Fe 239.563,Fe,239.563,10511.45,54.48,
PMCL1 #1,25,K 404.721,K,404.721,51.59,15.15,
PMCL1 #1,25,K 766.491,K,766.491,140677.22,1802.7,
PMCL1 #1,25,Ti 334.941,Ti,334.941,449216.93,1858.97,
PMCL1 #1,25,Ti 336.122,Ti,336.122,224590.37,994.27,
PMCL1 #1,25,Ti 336.122,Ti,336.122,224590.37,994.27,
PMCL2 #1,26,Al 308.215,Al,308.215,56699.75,345.37,
PMCL2 #1,26,Al 396.152,Al,396.152,292877.13,2629.42,
PMCL2 #1,26,Be 313.042,Be,313.042,-280.48,60.11,
PMCL2 #1,26,Be 313.107,Be,313.107,1458.76,20.56,
PMCL2 #1,26,Ca 315.887,Ca,315.887,15062.85,75.65,
PMCL2 #1,26,Ca 317.933,Ca,317.933,54398.9,294.23,
PMCL2 #1,26,Fe 238.204,Fe,238.204,40817.88,148.16,
PMCL2 #1,26,Fe 239.563,Fe,239.563,4922.68,26.15,
PMCL2 #1,26,K 404.721,K,404.721,25.18,4.94,
PMCL2 #1,26,K 766.491,K,766.491,51123.2,280.23,
PMCL2 #1,26,Ti 334.941,Ti,334.941,467964.52,1089.79,
PMCL2 #1,26,Ti 336.122,Ti,336.122,233762.64,561.29,
PMCL2 #1,26,Ti 336.122,Ti,336.122,233762.64,561.29,
PMCL2 #2,27,Al 308.215,Al,308.215,60155.62,254.18,
PMCL2 #2,27,Al 396.152,Al,396.152,314100.38,2364.18,
PMCL2 #2,27,Be 313.042,Be,313.042,-103.16,47.37,
PMCL2 #2,27,Be 313.107,Be,313.107,1565.96,12.12,
PMCL2 #2,27,Ca 315.887,Ca,315.887,15999.38,34.6,
PMCL2 #2,27,Ca 317.933,Ca,317.933,57656.26,173.87,
PMCL2 #2,27,Fe 238.204,Fe,238.204,43242.4,152.17,
PMCL2 #2,27,Fe 239.563,Fe,239.563,5180.07,5.97,
PMCL2 #2,27,K 404.721,K,404.721,23.52,4.99,
